Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,Subtitle_de,Subtitle_ru,Subtitle_pl,StartTime,EndTime,File_ID,utt_id,arousal_value,model_input
4468,"Um, ok, uh, oh god, um, when you and uh Ross first started going out, it was really hard for me, um, for many reasons, which I'm not gonna bore you with now, but um, I just, I see how happy he is, you know, and how good you guys are together, and um, Monica's always saying how nice you are, and god I hate it when she's right.",Rachel,sadness,negative,455,11,2,2,"Es war nicht leicht für mich, als ich dich das erste Mal mit Ross gesehen habe und das aus verschiedenen Gründen, mit denen ich dich aber nicht langweilen will. Ich seh, wie glücklich er ist und dass er auch sehr an dir hängt. Monica erzählt dauernd, wie nett sie dich findet und leider kann ich ihr nur zustimmen.","Хорошо... Господи... Когда вы с Россом начали встречаться, для меня это было довольно тяжело по многим причинам, которыми, я не буду тебя сейчас утомлять. Но... Я вижу, как он счастлив, и как хорошо вам вместе. А Моника постоянно твердит мне, насколько ты хорошая, а я ненавижу, когда она права!","Kiedy ty i Ross zaczęliście ze sobą chodzić, było mi bardzo ciężko. Z wielu powodów, którymi nie chcę cię zanudzać. Ale teraz widzę, jaki on jest szczęśliwy, i jak wam razem dobrze. A Monica wciąż powtarza, jaka ty jesteś miła, a ja Nie cierpię, gdy ma rację.",0 days 00:20:55.629000,0 days 00:21:06.222000,dia455_utt11.mp4,dia455_utt11,0.3461666405,"<low_arousal> Um, ok, uh, oh god, um, when you and uh Ross first started going out, it was really hard for me, um, for many reasons, which I'm not gonna bore you with now, but um, I just, I see how happy he is, you know, and how good you guys are together, and um, Monica's always saying how nice you are, and god I hate it when she's right."
4469,"Thanks. Hey, listen, would you like to go to a movie sometime or something?",Julie,neutral,neutral,455,12,2,2,"Danke. Was hältst du davon, wenn wir mal ins Kino gehen oder was unternehmen?","Спасибо. Эй, слушай. Ты не хочешь пойти как-нибудь в кино или куда-то еще?","Dzięki. Słuchaj, może chciałbyś kiedyś iść ze mną do kina czy coś?",0 days 00:21:32.457000,0 days 00:21:36.168000,dia455_utt12.mp4,dia455_utt12,0.4413841963,"<low_arousal> Thanks. Hey, listen, would you like to go to a movie sometime or something?"
4470,"Yeah, that'd be great. I'd love it.",Rachel,joy,positive,455,13,2,2,Eine super Idee! Das wär klasse!,"Да, это было бы здорово. Я с удовольствием.",Byłoby cudownie. Chciałabym.,0 days 00:21:36.336000,0 days 00:21:39.297000,dia455_utt13.mp4,dia455_utt13,0.6184732914,"<high_arousal> Yeah, that'd be great. I'd love it."
4471,"I'd love it too. Shoot, I gotta go. So, I'll talk to you later.",Julie,neutral,neutral,455,14,2,2,So spät ist es schon? Ich muss gehen. Wir sehen uns nachher.,"Я тоже. Черт, мне надо идти. Поговорим позже.",Ja też. Bardzo. Muszę lecieć. Porozmawiamy później?,0 days 00:21:39.464000,0 days 00:21:46.012000,dia455_utt14.mp4,dia455_utt14,0.3982088268,"<low_arousal> I'd love it too. Shoot, I gotta go. So, I'll talk to you later."
4472,"All right, Julie.",Rachel,neutral,neutral,455,15,2,2,In Ordnung.,"Хорошо, Джули.","Tak, Julie.",0 days 00:21:43.885000,0 days 00:21:46.012000,dia455_utt15.mp4,dia455_utt15,0.3807593584,"<low_arousal> All right, Julie."
4473,Bye.,Julie,neutral,neutral,455,16,2,2,Tschüss.,Пока.,Pa.,0 days 00:21:46.179000,0 days 00:21:47.847000,dia455_utt16.mp4,dia455_utt16,0.556779325,<high_arousal> Bye.
4474,Bye. What a manipulative bitch.,Rachel,disgust,negative,455,17,2,2,Tschüss. Was ist das nur für ein schmieriges Biest.,Пока. Вот стервозная манипуляторша.,Pa. Ale ta suka kombinuje.,0 days 00:21:46.179000,0 days 00:21:57.982000,dia455_utt17.mp4,dia455_utt17,0.4810086787,<low_arousal> Bye. What a manipulative bitch.
4475,Sit!,Rachel,anger,negative,543,0,2,22,,,Siadaj!,0 days 00:20:32.356000,0 days 00:20:33.814000,dia543_utt0.mp4,dia543_utt0,0.8576065302,<high_arousal> Sit!
5396,Hi.,Joshua,neutral,neutral,543,1,2,22,Hi.,Привет.,Hej.,0 days 00:20:39.863000,0 days 00:20:41.197000,dia543_utt1.mp4,dia543_utt1,0.7365735769,<high_arousal> Hi.
5397,"Oh my gosh, Joshua!",Rachel,surprise,positive,543,2,2,22,,,"O Jezu, Joshua!",0 days 00:20:41.365000,0 days 00:20:43.824000,dia543_utt2.mp4,dia543_utt2,0.9483664036,"<high_arousal> Oh my gosh, Joshua!"
5398,"You know, it still smells like monkey in there.",Monica,disgust,negative,552,0,2,4,Da drin stinkt's immer noch wie im Affenhaus.,"Знаешь, там всё еще пахнет обезьяной.","Wiecie, tam wciąż cuchnie.",0 days 00:16:05.005000,0 days 00:16:07.632000,dia552_utt0.mp4,dia552_utt0,0.7681405544,"<high_arousal> You know, it still smells like monkey in there."
5481,That saves us a conversation.,Julie,neutral,neutral,552,1,2,4,Und ich hab den Gestank auf dich geschoben.,Одним разговором меньше.,Chociaż nie musimy rozmawiać.,0 days 00:16:09.677000,0 days 00:16:12.220000,dia552_utt1.mp4,dia552_utt1,0.6178985834,<high_arousal> That saves us a conversation.
5482,"Well, listen, this has been great but I'm officially wiped.",Chandler,neutral,neutral,552,2,2,4,"Es war ein sehr schöner Abend, aber jetzt bin ich müde.","Всё было здорово, но я что-то подустал.","Było świetnie, ale muszę lecieć.",0 days 00:16:14.139000,0 days 00:16:16.808000,dia552_utt2.mp4,dia552_utt2,0.5579712987,"<high_arousal> Well, listen, this has been great but I'm officially wiped."
5483,"Me too, we should get goin'.",Joey,neutral,neutral,552,3,2,4,"Ich auch, wir sollten gehen.",Я тоже. Нам пора.,Ja też. Pora się zbierać.,0 days 00:16:17.059000,0 days 00:16:18.269000,dia552_utt3.mp4,dia552_utt3,0.5716482401,"<high_arousal> Me too, we should get goin'."
5484,No.,Stephanie,neutral,neutral,552,4,2,4,Nein!,Нет.,Nie!,0 days 00:16:18.269000,0 days 00:16:19.329000,dia552_utt4.mp4,dia552_utt4,0.8328287601,<high_arousal> No.
5485,"And my second grade teacher was Ms. Thomas, and my first grade teacher was Mrs. Cobb.",Julie,neutral,neutral,575,0,2,4,Meine erste Klassenlehrerin war Miss Thomas. Und meine zweite Lehrerin war Mrs. Kropf.,"Во втором классе мою учительницу звали мисс Томас, а первую учительницу звали миссис Кобб.","W drugiej klasie uczyła mnie panna Thomas, a w pierwszej pani Pigwa.",0 days 00:18:26.355000,0 days 00:18:28.981000,dia575_utt0.mp4,dia575_utt0,0.5042057633,"<high_arousal> And my second grade teacher was Ms. Thomas, and my first grade teacher was Mrs. Cobb."
5715,"Mrs., Mrs. Gobb?",Rachel,neutral,neutral,575,1,2,4,Wie war das? Mrs. Grob?,Миссис Гобб?,Pani Piguła?,0 days 00:18:29.817000,0 days 00:18:31.317000,dia575_utt1.mp4,dia575_utt1,0.7652163506,"<high_arousal> Mrs., Mrs. Gobb?"
5716,"No Cobb, as in cobb salad.",Julie,neutral,neutral,575,2,2,4,"Nein, Kopf. Wie der Kopfsalat.","Нет, Кобб, через «к».","Nie, pani Pigwa. Jak konfitury.",0 days 00:18:31.610000,0 days 00:18:33.402000,dia575_utt2.mp4,dia575_utt2,0.6291012764,"<high_arousal> No Cobb, as in cobb salad."
5717,"Now, what exactly is in a cobb salad?",Rachel,neutral,neutral,575,3,2,4,"Sag mal, wie macht man so einen Kopfsalat?",А какие еще есть слова на «к»?,Co to właściwie jest pigwa?,0 days 00:18:36.156000,0 days 00:18:39.450000,dia575_utt3.mp4,dia575_utt3,0.5812531114,"<high_arousal> Now, what exactly is in a cobb salad?"
5718,What're we gonna do? What're we gonna do?,Chandler,fear,negative,576,0,2,6,Was sollen wir jetzt tun?,Что же нам делать?,Co zrobimy? Co zrobimy?,0 days 00:15:55.371000,0 days 00:15:57.747000,dia576_utt0.mp4,dia576_utt0,0.845457077,<high_arousal> What're we gonna do? What're we gonna do?
5720,"Uh, uh, we'll flip for it. Ducks or clowns.",Joey,neutral,neutral,576,1,2,6,Wir werfen 'ne Münze. Enten oder Clowns?,Бросим монетку. Утки или клоуны.,Losujmy.,0 days 00:15:58.666000,0 days 00:16:00.833000,dia576_utt1.mp4,dia576_utt1,0.7767980695,"<high_arousal> Uh, uh, we'll flip for it. Ducks or clowns."
5721,"Oh, we're gonna flip for the baby?",Chandler,surprise,negative,576,2,2,6,Es geht um ein Baby!,Бросим монетку?,O niego?,0 days 00:16:01.001000,0 days 00:16:02.393000,dia576_utt2.mp4,dia576_utt2,0.9075439572,"<high_arousal> Oh, we're gonna flip for the baby?"
5722,You got a better idea?,Joey,neutral,neutral,576,3,2,6,Hast du 'ne bessere Idee?,У тебя есть идея получше?,Masz inny pomysł?,0 days 00:16:02.393000,0 days 00:16:03.178000,dia576_utt3.mp4,dia576_utt3,0.8610715866,<high_arousal> You got a better idea?
5723,"All right, call it in the air.",Chandler,neutral,neutral,576,4,2,6,"Na gut, dann werfen wir.","Хорошо, загадывай.","Dobra, w górę.",0 days 00:16:03.295000,0 days 00:16:05.046000,dia576_utt4.mp4,dia576_utt4,0.7815063,"<high_arousal> All right, call it in the air."
5724,Heads.,Joey,neutral,neutral,576,5,2,6,Zahl.,Орел.,Orzeł.,0 days 00:16:06.507000,0 days 00:16:07.840000,dia576_utt5.mp4,dia576_utt5,0.7856778502,<high_arousal> Heads.
5725,Heads it is.,Chandler,neutral,neutral,576,6,2,6,Zahl hat gewonnen.,И это орел.,Wypadł orzeł.,0 days 00:16:06.507000,0 days 00:16:09.384000,dia576_utt6.mp4,dia576_utt6,0.7986936569,<high_arousal> Heads it is.
5726,Yes! Whew!,Joey,joy,positive,576,7,2,6,Ja!,Да!,Tak!,0 days 00:16:09.551000,0 days 00:16:10.802000,dia576_utt7.mp4,dia576_utt7,0.8020076752,<high_arousal> Yes! Whew!
5727,We have to assign heads to something.,Chandler,neutral,neutral,576,8,2,6,"Wir müssen noch festlegen, was für Zahl oder Kopf steht.",Но орел должен что-то значить!,Nic nie ustaliliśmy!,0 days 00:16:12.221000,0 days 00:16:14.222000,dia576_utt8.mp4,dia576_utt8,0.7995455861,<high_arousal> We have to assign heads to something.
5728,"Right. Ok, ok, uh, ducks is heads, because ducks have heads.",Joey,neutral,neutral,576,9,2,6,"Klar! Kopf heißt Ente, denn ohne Köpfe sind Enten verloren.","Точно! Сейчас. Утка - это орел, потому что у обоих есть головы!","Racja. Orzeł to kaczki, bo kaczki to też ptaki.",0 days 00:16:15.933000,0 days 00:16:23.815000,dia576_utt9.mp4,dia576_utt9,0.7668132782,"<high_arousal> Right. Ok, ok, uh, ducks is heads, because ducks have heads."
5729,What kind of scary-ass clowns came to your birthday?,Chandler,anger,negative,576,10,2,6,Und was hast du gegen Clowns? Immer sind sie im Nachteil.,Что за жуткие клоуны приходили на твой день рождения?,Jaki klown był na twoich urodzinach?,0 days 00:16:28.570000,0 days 00:16:31.280000,dia576_utt10.mp4,dia576_utt10,0.7777821422,<high_arousal> What kind of scary-ass clowns came to your birthday?
5730,Do I know you?,Monica,surprise,positive,606,0,2,5,Kennen wir uns?,Мы знакомы?,Znamy się?,0 days 00:18:22.392000,0 days 00:18:24.769000,dia606_utt0.mp4,dia606_utt0,0.7306833863,<high_arousal> Do I know you?
6000,"Oh my god, little Stevie Fisher? How've you been?",Monica,surprise,positive,606,1,2,5,"Ach, du liebe Zeit! Der kleine Stevie Fisher? Und was machen Sie jetzt?",Боже! Малыш Стиви Фишер? Как поживаешь?,O Boże! Mały Stevie Fisher?,0 days 00:18:25.687000,0 days 00:18:29.649000,dia606_utt1.mp4,dia606_utt1,0.81027776,"<high_arousal> Oh my god, little Stevie Fisher? How've you been?"
6001,"Good, good, I'm a lawyer now.",Steve,neutral,neutral,606,2,2,5,Mir geht's gut. Ich bin jetzt Anwalt.,Хорошо. Я теперь адвокат.,Dobrze. Jestem prawnikiem.,0 days 00:18:29.900000,0 days 00:18:31.567000,dia606_utt2.mp4,dia606_utt2,0.6498603821,"<high_arousal> Good, good, I'm a lawyer now."
6002,You can't be a lawyer. You're eight.,Monica,surprise,positive,606,3,2,5,Aber mit acht Jahren kann man doch nicht Anwalt werden.,Не может быть. Тебе ведь восемь.,Niemożliwe. Masz 8 lat.,0 days 00:18:32.152000,0 days 00:18:34.070000,dia606_utt3.mp4,dia606_utt3,0.7227606773,<high_arousal> You can't be a lawyer. You're eight.
6003,"Listen, it was nice to see you. I gotta run backstage.",Steve,joy,positive,606,4,2,5,"Es war nett, Sie wieder zu sehen. Ich muss wieder hinter die Bühne.",Приятно было повидаться. Мне пора за кулисы.,Miło było spotkać. Wracam za scenę.,0 days 00:18:34.988000,0 days 00:18:37.406000,dia606_utt4.mp4,dia606_utt4,0.8206906915,"<high_arousal> Listen, it was nice to see you. I gotta run backstage."
6004,"Uh, wait, backstage?",Monica,surprise,positive,606,5,2,5,Hinter die Bühne?,"Что, за кулисы?","Zaraz, za scenę?",0 days 00:18:37.616000,0 days 00:18:38.741000,dia606_utt5.mp4,dia606_utt5,0.6536171436,"<high_arousal> Uh, wait, backstage?"
6005,"Oh, yeah, my firm represents the band.",Steve,neutral,neutral,606,6,2,5,Ich manage mit meiner Firma die Band.,Моя фирма представляет группу.,Reprezentujemy zespół.,0 days 00:18:38.951000,0 days 00:18:40.576000,dia606_utt6.mp4,dia606_utt6,0.5853877068,"<high_arousal> Oh, yeah, my firm represents the band."
6006,Ross.,Ross,neutral,neutral,606,7,2,5,Ross.,Росс.,Ross.,0 days 00:18:40.828000,0 days 00:18:41.380000,dia606_utt7.mp4,dia606_utt7,0.639431715,<high_arousal> Ross.
6007,Chandler.,Chandler,neutral,neutral,606,8,2,5,Chandler.,Чендлер.,Chandler.,0 days 00:18:41.380000,0 days 00:18:42.344000,dia606_utt8.mp4,dia606_utt8,0.6428028941,<high_arousal> Chandler.
6008,"Look, you guys wanna meet the group?",Steve,neutral,neutral,606,9,2,5,Wollen Sie mit zur Band kommen?,Хотите познакомиться с группой?,Chcecie ich poznać?,0 days 00:18:43.872000,0 days 00:18:46.791000,dia606_utt9.mp4,dia606_utt9,0.8229544759,"<high_arousal> Look, you guys wanna meet the group?"
6010,Come on.,Steve,neutral,neutral,606,10,2,5,"Na, dann mir nach.",Пошли.,Śmiało.,0 days 00:18:46.959000,0 days 00:18:48,dia606_utt10.mp4,dia606_utt10,0.6925516129,<high_arousal> Come on.
6011,"So, are you one of the ones who fooled around with my dad?",Steve,surprise,negative,606,11,2,5,"Waren Sie eins von den Mädchen, mit denen mein Vater ein Verhältnis hatte?","Вы одна из тех, кто зажимался с моим отцом?",Ty też kręciłaś z moim ojcem?,0 days 00:18:48.252000,0 days 00:18:51.504000,dia606_utt11.mp4,dia606_utt11,0.6740286946,"<high_arousal> So, are you one of the ones who fooled around with my dad?"
6012,"Ok, and this is Funny Clown. Funny Clown is only for after his naps, not before his naps or he won't sleep.",Carol,neutral,neutral,629,0,2,2,"Das hier ist Funny Clown. Funny Clown kriegt er nur nach dem Schlafen, sonst schläft er nicht ein!","А это веселый клоун. Его можно только после сна, не раньше, иначе он не уснет.","A to Śmieszny Klown. Karmi się go tylko po drzemce, bo nie zaśnie.",0 days 00:07:38.040000,0 days 00:07:43.753000,dia629_utt0.mp4,dia629_utt0,0.7603698969,"<high_arousal> Ok, and this is Funny Clown. Funny Clown is only for after his naps, not before his naps or he won't sleep."
6277,"Carol, we've been through this before, ok?",Ross,joy,positive,629,1,2,2,Ich mach das doch nicht zum ersten Mal.,Мы уже проходили через это.,"Carlol, już to przerabialiśmy.",0 days 00:07:43.921000,0 days 00:07:46.424000,dia629_utt1.mp4,dia629_utt1,0.4204982519,"<low_arousal> Carol, we've been through this before, ok?"
6278,We have a good time.,Ross,joy,positive,629,2,2,2,Wir werden schon unseren Spaß haben.,Мы хорошо проводим время.,Dobrze się bawimy.,0 days 00:07:46.424000,0 days 00:07:47.453000,dia629_utt2.mp4,dia629_utt2,0.5585718155,<high_arousal> We have a good time.
6279,"We laugh, we play.",Ross,joy,positive,629,3,2,2,"Wir werden spielen und lachen,","Мы смеемся, играем.",Dużo żartujemy.,0 days 00:07:47.550000,0 days 00:07:48.852000,dia629_utt3.mp4,dia629_utt3,0.4800281525,"<low_arousal> We laugh, we play."
6280,It's like we're father and son.,Ross,joy,positive,629,4,2,2,so wie Vater und Sohn das eben machen.,Как будто мы - отец и сын.,Jakbyśmy byli ojcem i synem.,0 days 00:07:48.852000,0 days 00:07:50.900000,dia629_utt4.mp4,dia629_utt4,0.4685862958,<low_arousal> It's like we're father and son.
6281,"Honey, relax. Ross is great with him. Don't look so surprised. I'm a lovely person.",Susan,joy,positive,629,5,2,2,"Schatz, reg dich nicht auf, Ross ist doch ein Supervater.","Милая, расслабься. Росс отлично с ним справляется. Не надо так удивляться. Я славный человек.","Skarbie, odpręż się. Ross jest świetny. Nie bądź taki zdziwiony. Jestem uroczą kobietą.",0 days 00:07:52.680000,0 days 00:07:59.853000,dia629_utt5.mp4,dia629_utt5,0.7065309882,"<high_arousal> Honey, relax. Ross is great with him. Don't look so surprised. I'm a lovely person."
6282,"Oh, this is so cute.",Rachel,joy,positive,629,6,2,2,Das ist ja wirklich niedlich!,Это так мило!,Ale ładne!,0 days 00:08:01.314000,0 days 00:08:03.732000,dia629_utt6.mp4,dia629_utt6,0.7581382394,"<high_arousal> Oh, this is so cute."
6283,"Oh, I got that for him.",Susan,neutral,neutral,629,7,2,2,Das hab ich ihm gekauft!,Я купила это для него!,Kupiłam mu.,0 days 00:08:03.900000,0 days 00:08:05.525000,dia629_utt7.mp4,dia629_utt7,0.8156123161,"<high_arousal> Oh, I got that for him."
6284,My mommies love me. That's clever.,Ross,joy,positive,629,8,2,2,"""Meine Mamis lieben mich."" Ganz schön raffiniert.",«Мои мамы любят меня». Остроумно.,Mamusie mnie lubią. Ślicznie.,0 days 00:08:05.693000,0 days 00:08:12.407000,dia629_utt8.mp4,dia629_utt8,0.7798655033,<high_arousal> My mommies love me. That's clever.
6285,Hello?,Monica,neutral,neutral,629,9,2,2,Hallo?,Алло.,Halo?,0 days 00:08:14.118000,0 days 00:08:15.243000,dia629_utt9.mp4,dia629_utt9,0.4992015362,<low_arousal> Hello?
6286,"Oh, Hi, Ju. Hi, Jew!",Monica,neutral,neutral,629,10,2,2,"Hallo, jüdischer Freund!","Привет, Джуд!","Cześć, Julie... Hej, Żydku!",0 days 00:08:15.411000,0 days 00:08:19.998000,dia629_utt10.mp4,dia629_utt10,0.7738052607,"<high_arousal> Oh, Hi, Ju. Hi, Jew!"
6287,Uh huh?,Monica,neutral,neutral,629,11,2,2,"O.k., ja natürlich.",,Yhm?,0 days 00:08:21.667000,0 days 00:08:23.335000,dia629_utt11.mp4,dia629_utt11,0.6652369499,<high_arousal> Uh huh?
6288,Uh huh?,Monica,neutral,neutral,629,12,2,2,"O.k., ja natürlich.",,Yhm?,0 days 00:08:23.544000,0 days 00:08:26.213000,dia629_utt12.mp4,dia629_utt12,0.6248039007,<high_arousal> Uh huh?
6289,"Ok. Um, sure, that'd be great.",Monica,neutral,neutral,629,13,2,2,"Ja, gut, einverstanden.","Да, конечно. Было бы здорово.","Dobrze, jasne.",0 days 00:08:23.544000,0 days 00:08:29.382000,dia629_utt13.mp4,dia629_utt13,0.5767278075,"<high_arousal> Ok. Um, sure, that'd be great."
6290,See ya then.,Monica,neutral,neutral,629,14,2,2,Bis dann.,Увидимся.,Do zobaczenia.,0 days 00:08:26.380000,0 days 00:08:27.732000,dia629_utt14.mp4,dia629_utt14,0.5040624142,<high_arousal> See ya then.
6291,Bye.,Monica,neutral,neutral,629,15,2,2,Bis dann.,До встречи.,Pa.,0 days 00:08:27.732000,0 days 00:08:29.432000,dia629_utt15.mp4,dia629_utt15,0.560793221,<high_arousal> Bye.
6292,"Did you just say Hi, Jew?",Rachel,surprise,negative,629,16,2,2,"Hast du tatsächlich ""hallo, jüdischer Freund"" gesagt?","Ты только что сказала: «Привет, Джуд»?","Powiedziałaś: ""Cześć, Żydku""?",0 days 00:08:29.550000,0 days 00:08:31.801000,dia629_utt16.mp4,dia629_utt16,0.6302165389,"<high_arousal> Did you just say Hi, Jew?"
6293,"Yes. Uh, yes, I did. That was my friend, Eddie Moskowitz. Yeah, he likes it. Reaffirms his faith.",Monica,neutral,neutral,629,17,2,2,Das war mein Freund Eddie Moskowitz. Er lässt sich gern so ansprechen. Das bestärkt ihn in seinem Glauben.,"Это был мой друг-еврей, Джуд Московиц. Звонит мне иногда. Говорим о вере.",Tak powiedziałam. Mój kumpel Eddie Moskowitz. Lubi to. To utwierdza go w wierze.,0 days 00:08:35.348000,0 days 00:08:47.692000,dia629_utt17.mp4,dia629_utt17,0.8002994061,"<high_arousal> Yes. Uh, yes, I did. That was my friend, Eddie Moskowitz. Yeah, he likes it. Reaffirms his faith."
6294,Bijan for men?,Joey,neutral,neutral,662,0,2,2,Eine Duftprobe?,«Бижан» для мужчин?,Bijan dla mężczyzn?,0 days 00:04:25.306000,0 days 00:04:31.228000,dia662_utt0.mp4,dia662_utt0,0.6086037159,<high_arousal> Bijan for men?
6688,Bijan for men?,Joey,neutral,neutral,662,1,2,2,Darf ich Sie...,«Бижан» для мужчин?,Bijan dla mężczyzn?,0 days 00:06:50.118000,0 days 00:06:53.620000,dia662_utt1.mp4,dia662_utt1,0.4946107864,<low_arousal> Bijan for men?
6689,"Bijan for... Hey, Annabelle, Uh, listen, I was wondering if maybe after work you and I could go maybe grab a cup of coffee.",Joey,neutral,neutral,662,2,2,2,"Eine... Annabel, eine Frage. Wollen wir beide nach der Arbeit einen Kaffee trinken gehen?","Эй, Аннабель. Как насчет чашечки кофе после работы?","Bijan dla.. Hej, Annabel. Może po pracy strzelimy sobie po kawie?",0 days 00:06:53.788000,0 days 00:07:02.671000,dia662_utt2.mp4,dia662_utt2,,"<low_arousal> Bijan for... Hey, Annabelle, Uh, listen, I was wondering if maybe after work you and I could go maybe grab a cup of coffee."
6690,"Oh, actually I sorta have plans.",Annabelle,neutral,neutral,662,3,2,2,Ich hab leider schon eine Verabredung.,"Вообще-то, у меня уже есть планы.",Mam już inne plany.,0 days 00:07:02.839000,0 days 00:07:05.257000,dia662_utt3.mp4,dia662_utt3,,"<low_arousal> Oh, actually I sorta have plans."
6691,"Ready, Annabelle?",Hombre Man,neutral,neutral,662,4,2,2,"Bist du soweit, Annabel?","Аннабель, ты готова?","Gotowa, Annabel?",0 days 00:07:10.741000,0 days 00:07:12.097000,dia662_utt4.mp4,dia662_utt4,,"<low_arousal> Ready, Annabelle?"
6692,You bet. Maybe some other time?,Annabelle,neutral,neutral,662,5,2,2,Ich bin soweit. Das nächste Mal vielleicht.,"Может, в другой раз.",Jasne. Może innym razem.,0 days 00:07:13.391000,0 days 00:07:19.187000,dia662_utt5.mp4,dia662_utt5,,<low_arousal> You bet. Maybe some other time?
6693,"Hey, it's not the first time I lost a girl to a cowboy spraying cologne. Bijan for men? Bijan for men?!",Joey,sadness,negative,662,6,2,2,Kein Problem. Ich hab schon mal ein Mädchen an einen Cowboy verloren. Eine kleine Duftprobe?,"Может. Не первый раз уступаю девушку ковбою, прыскающему одеколоном. «Бижан» для мужчин? «Бижан» для мужчин?",Nie pierwszy raz perfumowany kowboj odbiera mi dziewczynę. Bijan dla mężczyzn? Bijan dla mężczyzn?,0 days 00:07:28.573000,0 days 00:07:34.411000,dia662_utt6.mp4,dia662_utt6,,"<low_arousal> Hey, it's not the first time I lost a girl to a cowboy spraying cologne. Bijan for men? Bijan for men?!"
6694,You wanna do it right now?,Phoebe,neutral,neutral,675,0,2,1,Wollen wir gleich anfangen?,"Хочешь, можем прямо сейчас подстричь?",Chcesz to zrobić teraz?,0 days 00:21:28.704000,0 days 00:21:30.376000,dia675_utt0.mp4,dia675_utt0,0.886928916,<high_arousal> You wanna do it right now?
6862,Great!,Julie,joy,positive,675,1,2,1,"Ja, sofort!",Здорово!,Świetnie!,0 days 00:21:30.376000,0 days 00:21:31.308000,dia675_utt1.mp4,dia675_utt1,0.8863027692,<high_arousal> Great!
6863,"Ok, I just wanna be really sure this time. Andie McDowell's the girl from",Phoebe,neutral,neutral,675,2,2,1,"Diesmal will ich auf keinen Fall den gleichen Fehler machen. Andie MacDowell ist doch die aus Vier Hochzeiten und ein Todesfall, richtig?","Так, я хочу удостовериться на этот раз. Энди Мак-Дауэлл - девушка из",Tym razem chcę być na prawdę pewna. Uh-huh. Ahem. Andie MacDowell to dziewczyna z,0 days 00:21:35.460000,0 days 00:21:43.342000,dia675_utt2.mp4,dia675_utt2,0.6253551841,"<high_arousal> Ok, I just wanna be really sure this time. Andie McDowell's the girl from"
6864,No. No no no no no. That's Rodney McDowell. Andie McDowell is the guy from,Rachel,neutral,neutral,675,3,2,1,Nein. Das ist Roddy McDowall. Andie MacDowell ist ein Kerl und aus dem Film Planet der Affen.,"Нет. Нет, это Родди Мак-Дауэлл. Энди Мак-Дауэлл - это парень из",Nie. To Roddy McDowall. Andie McDowell to ten facet z,0 days 00:21:44.428000,0 days 00:21:55.354000,dia675_utt3.mp4,dia675_utt3,0.7057358027,<high_arousal> No. No no no no no. That's Rodney McDowell. Andie McDowell is the guy from
6865,"Oh, yeah. Ok, thank you.",Phoebe,neutral,neutral,675,4,2,1,Danke.,"Да, спасибо.","Och, tak. Dobrze, dziękuję.",0 days 00:21:56.315000,0 days 00:22:00.234000,dia675_utt4.mp4,dia675_utt4,0.8560471535,"<high_arousal> Oh, yeah. Ok, thank you."
6866,You're welcome.,Rachel,neutral,neutral,675,5,2,1,War mir'n Vergnügen.,Пожалуйста.,Nie ma za co.,0 days 00:21:58.317000,0 days 00:22:00.234000,dia675_utt5.mp4,dia675_utt5,0.7363870144,<high_arousal> You're welcome.
6867,"I've no idea, could be. Listen, I'm sorry I had to work tonight.",Ross,sadness,negative,692,0,2,15,"Weiß ich nicht, möglich wär's. Es tut mir Leid, dass du warten musstest.","Понятия не имею. Вполне может быть. Мне жаль, что так получилось с работой.","Nie mam pojęcia. Może i tak. Posłuchaj, przepraszam, że miałem dzisiaj pracę.",0 days 00:19:49.563000,0 days 00:19:52.148000,dia692_utt0.mp4,dia692_utt0,0.2700602412,"<low_arousal> I've no idea, could be. Listen, I'm sorry I had to work tonight."
7020,"Oh it's OK. You were worth the wait, and I don't just mean tonight.",Rachel,neutral,neutral,692,1,2,15,"Es hat sich gelohnt, auf dich zu warten. Und das gilt nicht nur für heute.",Ничего страшного. Тебя стоило подождать. И не только сегодня.,Nie ma sprawy. Warto było czekać. I nie mam na myśli tylko dzisiaj.,0 days 00:19:54.610000,0 days 00:20:00.081000,dia692_utt1.mp4,dia692_utt1,0.1728295684,"<low_arousal> Oh it's OK. You were worth the wait, and I don't just mean tonight."
7021,Did you just flick me?,Monica,anger,negative,761,0,2,13,Hast du das mit Absicht gemacht?,Ты дала мне щелбан?,Prztyknęłaś mnie?,0 days 00:10:28.044000,0 days 00:10:29.711000,dia761_utt0.mp4,dia761_utt0,0.7896981239,<high_arousal> Did you just flick me?
7587,"OK, well, you wouldn't let me finish and I was jus- Ow. That hurt.",Rachel,joy,positive,761,1,2,13,"Ich wollte dich nur zum Schweigen bringen, damit ich dir...",Ты же не давала мне сказать и я... Больно же!,"Nie pozwoliłaś mi dokończyć, więc-- To boli!",0 days 00:10:31.339000,0 days 00:10:37.594000,dia761_utt1.mp4,dia761_utt1,0.8354074955,"<high_arousal> OK, well, you wouldn't let me finish and I was jus- Ow. That hurt."
